Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT (mins),Avg CTAT (mins),Cancelled by Customer,Customer Cancellation Reason,Cancelled by Driver,Driver Cancellation Reason,Incomplete Ride,Incomplete Ride Reason,Booking Value (₹),Ride Distance (km),Driver Rating,Customer Rating
14-01-2026,23:24:00,CNR0070112,Incomplete,CUST41415,Auto,Brookefield,Sarjapur,,,No,,No,,Yes,Customer Demand,761.16,,,
26-01-2026,16:21:00,CNR0070113,Incomplete,CUST87302,Bike,MG Road,Gavipuram,,,No,,No,,Yes,Customer Demand,426.12,,,
01-01-2026,19:21:00,CNR0070114,Cancelled by Customer,CUST16487,Bike,Vijayanagar,Whitefield Phase,,,Yes,Driver asked to cancel,No,,No,,171.21,,,
16-01-2026,14:02:00,CNR0070115,Cancelled by Driver,CUST12233,eBike,Jayanagar,Yelahanka,,,No,,Yes,Personal & Car related issues,No,,624.01,,,
19-01-2026,02:40:00,CNR0070116,Successful,CUST14645,Bike,Marathahalli,Vijayanagar,10.4,6.3,No,,No,,No,,719.79,8.3,3.6,4.4
08-01-2026,07:08:00,CNR0070117,Cancelled by Customer,CUST69161,Mini,Bagalur,JP Nagar,,,Yes,Change of plans,No,,No,,916.87,,,
20-01-2026,08:59:00,CNR0070118,Cancelled by Driver,CUST18045,eBike,MG Road,Basavanagudi,,,No,,Yes,More than permitted people in there,No,,834.28,,,
07-01-2026,17:56:00,CNR0070119,Cancelled by Driver,CUST73522,Mini,Frazer Town,Rachenahalli,,,No,,Yes,Customer related issue,No,,493.52,,,
22-01-2026,14:46:00,CNR0070120,Successful,CUST29772,Prime Plus,Banaswadi,Kengeri,10.8,5.6,No,,No,,No,,579.12,15.5,4.5,4.7
29-01-2026,23:08:00,CNR0070121,Successful,CUST94793,Auto,Koramangala,Whitefield,1.8,7.7,No,,No,,No,,752.63,14.9,4,3.9
26-01-2026,00:43:00,CNR0070122,Successful,CUST38686,Prime Plus,Electronic City,Mahadevapura,10.1,8.6,No,,No,,No,,1470.79,3,4.4,4.3
03-01-2026,03:48:00,CNR0070123,Cancelled by Driver,CUST11613,Prime SUV,Cubbon Park,Yelahanka,,,No,,Yes,Personal & Car related issues,No,,952.98,,,
24-01-2026,11:50:00,CNR0070124,Successful,CUST77329,Auto,Whitefield Phase,Cubbon Park,8,8.3,No,,No,,No,,397.91,29.9,4.4,4.2
18-01-2026,01:24:00,CNR0070125,Successful,CUST57803,Prime Sedan,MG Road,Ulsoor,12,6.3,No,,No,,No,,243.27,25.3,3.8,3.6
23-01-2026,08:02:00,CNR0070126,Cancelled by Customer,CUST45268,Bike,OMR Road,Chickpet,,,Yes,Wrong Address,No,,No,,184.24,,,
17-01-2026,12:24:00,CNR0070127,Successful,CUST79210,Prime Sedan,Ulsoor,Koramangala Extension,8.4,4,No,,No,,No,,546.32,29.4,4.1,3.6
01-01-2026,23:06:00,CNR0070128,Cancelled by Driver,CUST52646,Prime Sedan,Koramangala Extension,Yelahanka,,,No,,Yes,The customer was coughing/sick,No,,864.31,,,
24-01-2026,13:16:00,CNR0070129,Successful,CUST61429,Bike,Rachenahalli,Koramangala,8.7,6.6,No,,No,,No,,454.13,6.1,4,4.6
21-01-2026,09:23:00,CNR0070130,Successful,CUST38331,Prime SUV,Chickpet,Cubbon Park,8.3,5.8,No,,No,,No,,488.57,19.7,3.7,5
25-01-2026,10:30:00,CNR0070131,Successful,CUST92385,Bike,Kalyan Nagar,JP Nagar,9.4,6.1,No,,No,,No,,700.73,6.2,4.3,4.1
15-01-2026,03:41:00,CNR0070132,Successful,CUST92489,Prime Sedan,Rachenahalli,Electronic City,8.1,7,No,,No,,No,,181.69,6,4.2,3.7
10-01-2026,11:58:00,CNR0070133,Incomplete,CUST69731,Mini,Rajajinagar,Gavipuram,,,No,,No,,Yes,Vehicle Breakdown,220.01,,,
05-01-2026,20:14:00,CNR0070134,Incomplete,CUST17949,Bike,Varthur,Rachenahalli,,,No,,No,,Yes,Other Issue,731.97,,,
12-01-2026,05:50:00,CNR0070135,Successful,CUST59826,Mini,Koramangala Extension,City Market,11.1,5.4,No,,No,,No,,207.51,4.6,3.9,4.7
12-01-2026,08:11:00,CNR0070136,Cancelled by Customer,CUST22075,eBike,Basavanagudi,Bannerghatta Road,,,Yes,Change of plans,No,,No,,424.59,,,
26-01-2026,03:56:00,CNR0070137,Successful,CUST18438,Mini,Devanahalli,Bagalur,7.9,6.1,No,,No,,No,,867.26,2.1,4.3,4.8
01-01-2026,22:51:00,CNR0070138,Incomplete,CUST97978,Bike,Koramangala Extension,Indiranagar,,,No,,No,,Yes,Customer Demand,594.44,,,
09-01-2026,23:02:00,CNR0070139,Successful,CUST10306,Bike,HSR Layout,Tumkur Road,6.9,8.7,No,,No,,No,,477.32,9.9,3.8,4.9
14-01-2026,04:38:00,CNR0070140,Successful,CUST33626,eBike,JP Nagar,OMR Road,4.8,6.5,No,,No,,No,,930.67,2.2,3.8,4.7
24-01-2026,18:33:00,CNR0070141,Successful,CUST18248,Prime Plus,Koramangala Extension,Koramangala,4.7,2.2,No,,No,,No,,480.57,8.2,4.3,3.8
28-01-2026,14:19:00,CNR0070142,Successful,CUST64897,Prime Plus,Koramangala,Rachenahalli,10.9,5.2,No,,No,,No,,492.92,28.2,4.1,4.6
29-01-2026,19:40:00,CNR0070143,Successful,CUST78808,Mini,Indiranagar,Jayanagar,6.6,8.2,No,,No,,No,,815.67,12.8,4.9,3.5
18-01-2026,10:17:00,CNR0070144,Successful,CUST74763,Prime SUV,Tumkur Road,MG Road,5.2,6.6,No,,No,,No,,319.92,19.7,3.9,3.6
09-01-2026,01:53:00,CNR0070145,Successful,CUST20034,Prime Plus,Rajajinagar,Yelahanka,10.1,6.4,No,,No,,No,,907.2,14.7,4.9,4.3
28-01-2026,10:18:00,CNR0070146,Successful,CUST88216,Auto,Cubbon Park,Rajajinagar,7.2,4.2,No,,No,,No,,397.2,11,4,4
02-01-2026,01:16:00,CNR0070147,Incomplete,CUST61595,Prime SUV,Bellandur,Electronic City,,,No,,No,,Yes,Customer Demand,771.44,,,
03-01-2026,07:58:00,CNR0070148,Cancelled by Customer,CUST48214,eBike,HSR Layout,City Market,,,Yes,Driver is not moving towards pickup location,No,,No,,620.11,,,
05-01-2026,00:36:00,CNR0070149,Incomplete,CUST95567,Bike,Electronic City,HSR Layout,,,No,,No,,Yes,Vehicle Breakdown,232.95,,,
14-01-2026,03:54:00,CNR0070150,Successful,CUST15966,Bike,Rammurthy Nagar,Chamrajpet,6.4,3.9,No,,No,,No,,134.73,28,4.3,4.7
07-01-2026,02:58:00,CNR0070151,Successful,CUST24032,Mini,City Market,Malleshwaram,9.9,5,No,,No,,No,,876.68,22.6,4.6,4.7
14-01-2026,06:26:00,CNR0070152,Successful,CUST42177,Mini,Mahadevapura,Chickpet,10.6,2.2,No,,No,,No,,445.99,15.3,4.9,4.3
20-01-2026,22:24:00,CNR0070153,Successful,CUST45309,Mini,Electronic City,Frazer Town,9,10.6,No,,No,,No,,425.52,14.6,4.4,4.1
05-01-2026,11:08:00,CNR0070154,Successful,CUST26965,eBike,Cubbon Park,Outer Ring Road,9.1,7.7,No,,No,,No,,454.58,12.8,4.9,4.6
01-01-2026,01:29:00,CNR0070155,Successful,CUST69032,eBike,Hebbal,Koramangala,4.7,6.7,No,,No,,No,,189.05,2.1,4.1,4
11-01-2026,00:58:00,CNR0070156,Incomplete,CUST74163,Prime Plus,Rachenahalli,Vijayanagar,,,No,,No,,Yes,Customer Demand,138.11,,,
04-01-2026,14:54:00,CNR0070157,Successful,CUST86716,Prime Plus,Whitefield Phase,Koramangala Extension,8.8,6.9,No,,No,,No,,636.39,2.8,4.1,4.2
08-01-2026,10:49:00,CNR0070158,Cancelled by Driver,CUST86689,Prime SUV,Chickpet,Banaswadi,,,No,,Yes,Customer related issue,No,,142.26,,,
02-01-2026,03:15:00,CNR0070159,Cancelled by Customer,CUST11321,Prime Sedan,OMR Road,Indiranagar,,,Yes,Driver is not moving towards pickup location,No,,No,,401.35,,,
31-01-2026,04:33:00,CNR0070160,Cancelled by Customer,CUST40078,Mini,Vidyaranyapura,Rajajinagar,,,Yes,Driver asked to cancel,No,,No,,364.63,,,
19-01-2026,09:58:00,CNR0070161,Successful,CUST92633,eBike,Koramangala Extension,Vijayanagar,6.1,7.4,No,,No,,No,,706.77,5.9,3.7,3.6
14-01-2026,12:28:00,CNR0070162,Cancelled by Customer,CUST20170,Bike,HSR Layout,Peenya,,,Yes,Driver asked to cancel,No,,No,,410.38,,,
12-01-2026,23:55:00,CNR0070163,Incomplete,CUST52656,Auto,MG Road,Hosur Road,,,No,,No,,Yes,Other Issue,348.97,,,
02-01-2026,06:08:00,CNR0070164,Incomplete,CUST23686,Prime Plus,Sarjapur,Chickpet,,,No,,No,,Yes,Vehicle Breakdown,161.69,,,
19-01-2026,16:27:00,CNR0070165,Cancelled by Driver,CUST25199,eBike,Kolar Road,Hosur Road,,,No,,Yes,More than permitted people in there,No,,154.09,,,
01-01-2026,06:23:00,CNR0070166,Successful,CUST40216,Prime Sedan,Peenya,Shivajinagar,8.7,5.4,No,,No,,No,,475.77,28.1,4,3.6
19-01-2026,18:20:00,CNR0070167,Incomplete,CUST34783,Auto,Varthur,Bellandur,,,No,,No,,Yes,Vehicle Breakdown,161.25,,,
16-01-2026,08:16:00,CNR0070168,Successful,CUST46716,Mini,Whitefield Phase,Rachenahalli,4.8,7.2,No,,No,,No,,614.95,29.4,3.5,4.5
28-01-2026,01:00:00,CNR0070169,Successful,CUST55758,Bike,Jakkur,Kengeri,10.3,4.4,No,,No,,No,,363.75,27.8,4,4.4
11-01-2026,10:08:00,CNR0070170,Successful,CUST82779,Auto,Chamrajpet,Richmond Town,8.8,6.3,No,,No,,No,,127.99,8.9,4.2,4.5
12-01-2026,08:24:00,CNR0070171,Incomplete,CUST90072,eBike,JP Nagar,Indiranagar,,,No,,No,,Yes,Customer Demand,1701.14,,,
28-01-2026,05:19:00,CNR0070172,Cancelled by Driver,CUST98540,Prime Sedan,Bagalur,Outer Ring Road,,,No,,Yes,The customer was coughing/sick,No,,204.74,,,
20-01-2026,12:53:00,CNR0070173,Successful,CUST60020,Prime Plus,Rammurthy Nagar,Electronic City,10.6,4.3,No,,No,,No,,252.94,15.7,4.5,4.3
28-01-2026,15:51:00,CNR0070174,Successful,CUST31522,Bike,Chamrajpet,Mahadevapura,9.1,4.9,No,,No,,No,,260.38,11.6,4.6,4
24-01-2026,00:38:00,CNR0070175,Successful,CUST90432,Mini,Frazer Town,Kamakhya,8.6,6.7,No,,No,,No,,614.51,11.4,4.2,5
01-01-2026,18:44:00,CNR0070176,Successful,CUST18197,Bike,Jayanagar,Whitefield,9.4,6,No,,No,,No,,350.61,18.4,3.7,4.5
20-01-2026,05:10:00,CNR0070177,Successful,CUST98837,Auto,Jakkur,Devanahalli,6.3,4.6,No,,No,,No,,700.87,16.8,4.5,4.8
08-01-2026,01:44:00,CNR0070178,Successful,CUST11828,Prime Plus,Mahadevapura,Devanahalli,10.6,3.7,No,,No,,No,,561.68,27.8,4,4.6
31-01-2026,18:33:00,CNR0070179,Successful,CUST33185,Prime Plus,JP Nagar,Devanahalli,6.9,5.7,No,,No,,No,,561.73,6.9,5,3.8
03-01-2026,15:37:00,CNR0070180,Cancelled by Driver,CUST51263,Prime Plus,Brookefield,Chickpet,,,No,,Yes,Customer related issue,No,,166.93,,,
30-01-2026,18:23:00,CNR0070181,Successful,CUST44756,Mini,Kamakhya,Rammurthy Nagar,8.3,6.9,No,,No,,No,,316.28,8.5,4.5,3.9
14-01-2026,13:48:00,CNR0070182,Successful,CUST73041,Bike,Kamakhya,Brookefield,8.7,5.5,No,,No,,No,,174.67,5.5,4.6,4.5
10-01-2026,16:57:00,CNR0070183,Successful,CUST53701,Prime Sedan,Chamrajpet,Hebbal,5.7,3.5,No,,No,,No,,843.21,4.1,4.4,4.7
24-01-2026,05:59:00,CNR0070184,Successful,CUST20812,Prime SUV,Koramangala Extension,Kalyan Nagar,10.8,5.4,No,,No,,No,,584.85,23.9,4.6,4.6
09-01-2026,07:50:00,CNR0070185,Cancelled by Customer,CUST36831,Prime Sedan,Electronic City,Jayanagar,,,Yes,Wrong Address,No,,No,,241.76,,,
06-01-2026,23:35:00,CNR0070186,Successful,CUST48764,Prime Sedan,Yeshwantpur,Indiranagar,9.2,4.9,No,,No,,No,,862.51,9.7,4.9,3.9
02-01-2026,07:24:00,CNR0070187,Incomplete,CUST53986,Prime SUV,Yeshwantpur,Hebbal,,,No,,No,,Yes,Customer Demand,164.02,,,
15-01-2026,08:10:00,CNR0070188,Successful,CUST55051,Auto,Ulsoor,Frazer Town,9.9,7.6,No,,No,,No,,447.27,25.5,4,4.2
29-01-2026,05:32:00,CNR0070189,Incomplete,CUST86475,Prime Sedan,Koramangala Extension,Jayanagar,,,No,,No,,Yes,Vehicle Breakdown,795.35,,,
11-01-2026,20:14:00,CNR0070190,Successful,CUST88211,Prime SUV,Indiranagar,Kamakhya,9.4,3.9,No,,No,,No,,396.67,17.2,4,4.3
09-01-2026,15:32:00,CNR0070191,Successful,CUST80550,Auto,Yeshwantpur,Richmond Town,3.6,5.7,No,,No,,No,,255.03,4,4.1,4.3
11-01-2026,02:53:00,CNR0070192,Successful,CUST21546,Prime Sedan,Varthur,Chamrajpet,7.6,8.5,No,,No,,No,,161.27,3.9,4.1,4.6
23-01-2026,05:15:00,CNR0070193,Successful,CUST32651,Mini,HSR Layout,Bannerghatta Road,9.6,5.7,No,,No,,No,,298,9.1,4.7,4.3
30-01-2026,13:56:00,CNR0070194,Cancelled by Customer,CUST78641,Bike,Cubbon Park,Kamakhya,,,Yes,Wrong Address,No,,No,,256.44,,,
11-01-2026,02:26:00,CNR0070195,Successful,CUST75083,Prime Sedan,Vijayanagar,Rammurthy Nagar,8.5,4.4,No,,No,,No,,387.93,15.2,3.5,3.9
15-01-2026,11:04:00,CNR0070196,Successful,CUST11509,Prime Plus,Rammurthy Nagar,Marathahalli,6.2,8.2,No,,No,,No,,1998.57,8.7,4.8,4.6
16-01-2026,12:58:00,CNR0070197,Cancelled by Driver,CUST10355,eBike,Koramangala Extension,Kolar Road,,,No,,Yes,Customer related issue,No,,154.84,,,
07-01-2026,16:30:00,CNR0070198,Cancelled by Driver,CUST23753,Prime SUV,Vijayanagar,Electronic City,,,No,,Yes,The customer was coughing/sick,No,,250.69,,,
14-01-2026,22:26:00,CNR0070199,Successful,CUST52240,Prime Sedan,Connaught Place,Rammurthy Nagar,7.9,8.5,No,,No,,No,,507.42,25.2,4.2,4.1
27-01-2026,22:52:00,CNR0070200,Successful,CUST26151,eBike,Frazer Town,Hosur Road,4.9,4.4,No,,No,,No,,497.14,3.3,4.8,3.7
02-01-2026,09:16:00,CNR0070201,Cancelled by Customer,CUST25574,Prime SUV,Mahadevapura,Brookefield,,,Yes,AC is not working,No,,No,,451.62,,,
12-01-2026,16:33:00,CNR0070202,Successful,CUST52392,Bike,Vidyaranyapura,Shivajinagar,7.7,3.4,No,,No,,No,,203.72,21.8,4,3.5
22-01-2026,04:28:00,CNR0070203,Successful,CUST58548,eBike,Tumkur Road,Yelahanka,9.5,5.1,No,,No,,No,,211.5,25.8,4,4.4
04-01-2026,23:04:00,CNR0070204,Successful,CUST35468,eBike,Yeshwantpur,Rachenahalli,6.8,3.7,No,,No,,No,,206.15,29,4.8,4.7
12-01-2026,19:25:00,CNR0070205,Cancelled by Driver,CUST94823,Mini,Hosur Road,Sarjapur,,,No,,Yes,The customer was coughing/sick,No,,387.14,,,
31-01-2026,05:57:00,CNR0070206,Cancelled by Customer,CUST91833,Bike,Jakkur,Rachenahalli,,,Yes,Change of plans,No,,No,,429.53,,,
06-01-2026,17:35:00,CNR0070207,Cancelled by Driver,CUST27838,Auto,Rachenahalli,Brookefield,,,No,,Yes,Customer related issue,No,,252.36,,,
26-01-2026,21:34:00,CNR0070208,Incomplete,CUST83327,Bike,Ulsoor,Kengeri,,,No,,No,,Yes,Other Issue,603.37,,,
03-01-2026,11:47:00,CNR0070209,Successful,CUST58044,Auto,Vidyaranyapura,Hebbal,5.3,8.8,No,,No,,No,,256.77,20.6,4.7,4.1
18-01-2026,02:25:00,CNR0070210,Successful,CUST26853,Prime Plus,Tumkur Road,Connaught Place,9.3,6.8,No,,No,,No,,185.32,17,3.8,3.8
02-01-2026,01:12:00,CNR0070211,Successful,CUST63918,Prime Sedan,Koramangala,Chickpet,10.1,4.5,No,,No,,No,,410.62,7.1,4.6,4.1
01-01-2026,13:17:00,CNR0070212,Incomplete,CUST91826,Prime SUV,Indiranagar,Rammurthy Nagar,,,No,,No,,Yes,Vehicle Breakdown,475.16,,,
25-01-2026,07:52:00,CNR0070213,Successful,CUST63366,eBike,Whitefield Phase,Kengeri,9.5,5,No,,No,,No,,247.41,21.5,4.9,4.1
23-01-2026,11:25:00,CNR0070214,Cancelled by Driver,CUST45824,eBike,JP Nagar,Tumkur Road,,,No,,Yes,Customer related issue,No,,421.65,,,
10-01-2026,02:05:00,CNR0070215,Cancelled by Driver,CUST88398,Mini,Bannerghatta Road,Kengeri,,,No,,Yes,The customer was coughing/sick,No,,258.18,,,
29-01-2026,17:15:00,CNR0070216,Successful,CUST81030,Prime SUV,Yeshwantpur,Chamrajpet,5.5,6.2,No,,No,,No,,254.44,25.6,3.7,4.2
08-01-2026,22:04:00,CNR0070217,Successful,CUST55657,Auto,Rajajinagar,Vijayanagar,8.4,5.2,No,,No,,No,,105.01,23,4.5,3.6
31-01-2026,07:24:00,CNR0070218,Cancelled by Driver,CUST20033,Bike,Jayanagar,Kamakhya,,,No,,Yes,The customer was coughing/sick,No,,415.78,,,
05-01-2026,19:40:00,CNR0070219,Successful,CUST93189,Bike,Indiranagar,Bellandur,9.9,4.9,No,,No,,No,,710.1,2.7,3.7,4.6
31-01-2026,15:06:00,CNR0070220,Successful,CUST46015,Bike,City Market,Bannerghatta Road,7.7,6.9,No,,No,,No,,407.12,25.5,5,4.3
11-01-2026,01:48:00,CNR0070221,Incomplete,CUST95383,Prime SUV,Indiranagar,Kengeri,,,No,,No,,Yes,Vehicle Breakdown,1246.87,,,
14-01-2026,07:46:00,CNR0070222,Successful,CUST27787,Prime Sedan,Varthur,Indiranagar,10.3,4.5,No,,No,,No,,422.02,17.9,3.8,3.8
16-01-2026,10:37:00,CNR0070223,Incomplete,CUST57170,Prime Plus,Frazer Town,Jakkur,,,No,,No,,Yes,Customer Demand,240.3,,,
05-01-2026,13:57:00,CNR0070224,Incomplete,CUST44101,Prime SUV,Whitefield,Chickpet,,,No,,No,,Yes,Customer Demand,280.77,,,
04-01-2026,18:30:00,CNR0070225,Successful,CUST78513,eBike,Kalyan Nagar,Peenya,8.4,6,No,,No,,No,,1100.06,24.3,3.9,4.1
16-01-2026,09:39:00,CNR0070226,Successful,CUST17140,eBike,Outer Ring Road,Chickpet,12.4,5.3,No,,No,,No,,798.76,5.3,3.9,4.5
21-01-2026,11:10:00,CNR0070227,Cancelled by Driver,CUST75673,Mini,Gavipuram,Bannerghatta Road,,,No,,Yes,Personal & Car related issues,No,,1426.11,,,
04-01-2026,11:02:00,CNR0070228,Successful,CUST27283,Bike,City Market,Cubbon Park,8,6.5,No,,No,,No,,418.9,14.9,4.1,4.3
26-01-2026,20:02:00,CNR0070229,Successful,CUST18270,Prime Sedan,JP Nagar,Bannerghatta Road,6.3,3.7,No,,No,,No,,560.31,23.4,4.9,4.6
14-01-2026,10:22:00,CNR0070230,Cancelled by Driver,CUST98265,Auto,Hosur Road,Kengeri,,,No,,Yes,Personal & Car related issues,No,,696.66,,,
23-01-2026,09:17:00,CNR0070231,Successful,CUST49655,Prime Sedan,Mahadevapura,Tumkur Road,7.5,5.3,No,,No,,No,,715.75,11.6,4.7,4.5
16-01-2026,22:38:00,CNR0070232,Successful,CUST22430,Mini,Sarjapur,Banaswadi,6.4,5,No,,No,,No,,492.49,30,3.9,3.6
25-01-2026,22:55:00,CNR0070233,Successful,CUST37341,Prime Sedan,Cubbon Park,Frazer Town,6.9,6.9,No,,No,,No,,717.58,27.1,3.9,4.7
12-01-2026,13:47:00,CNR0070234,Successful,CUST13689,Auto,Ulsoor,Kolar Road,6.5,5.7,No,,No,,No,,896.11,18.7,4.1,3.6
15-01-2026,02:59:00,CNR0070235,Successful,CUST40317,Prime SUV,Gavipuram,Bellandur,3.1,8.7,No,,No,,No,,983.49,7.1,4.7,4.1
04-01-2026,11:34:00,CNR0070236,Cancelled by Driver,CUST75621,eBike,Mahadevapura,Kengeri,,,No,,Yes,Personal & Car related issues,No,,285.45,,,
10-01-2026,08:15:00,CNR0070237,Successful,CUST61369,Prime SUV,Yeshwantpur,Malleshwaram,8.2,8.4,No,,No,,No,,356.23,25,4.3,3.7
12-01-2026,09:22:00,CNR0070238,Cancelled by Customer,CUST99491,Prime SUV,Outer Ring Road,Rajajinagar,,,Yes,AC is not working,No,,No,,715.52,,,
15-01-2026,20:05:00,CNR0070239,Successful,CUST46006,Bike,Whitefield Phase,HSR Layout,7.7,9.1,No,,No,,No,,860.32,23.2,4.2,5
26-01-2026,22:50:00,CNR0070240,Successful,CUST27813,Auto,Koramangala,Yelahanka,5.1,8.8,No,,No,,No,,569.94,23.8,4.7,4.1
20-01-2026,13:22:00,CNR0070241,Successful,CUST87282,Prime Plus,Devanahalli,Gavipuram,6.7,7.5,No,,No,,No,,845.42,19.1,4.8,4.4
17-01-2026,15:56:00,CNR0070242,Incomplete,CUST86569,Mini,Kamakhya,Shivajinagar,,,No,,No,,Yes,Other Issue,346.42,,,
28-01-2026,22:05:00,CNR0070243,Incomplete,CUST51348,Mini,Chamrajpet,Yeshwantpur,,,No,,No,,Yes,Vehicle Breakdown,261.42,,,
31-01-2026,19:04:00,CNR0070244,Successful,CUST70833,eBike,Shivajinagar,Gavipuram,7.4,6.7,No,,No,,No,,489.82,27,4.6,4
22-01-2026,12:03:00,CNR0070245,Successful,CUST43781,Prime Sedan,Marathahalli,Kolar Road,6.9,4.9,No,,No,,No,,435.64,17.7,4.1,4
26-01-2026,04:45:00,CNR0070246,Successful,CUST87793,Prime Plus,JP Nagar,Richmond Town,10.1,6.1,No,,No,,No,,619.5,8.6,3.6,4.9
19-01-2026,10:46:00,CNR0070247,Successful,CUST22142,eBike,Gavipuram,Electronic City,8.2,6.8,No,,No,,No,,473.06,19.6,3.9,4.5
31-01-2026,22:54:00,CNR0070248,Successful,CUST38232,Bike,Chamrajpet,Jakkur,7.6,2.8,No,,No,,No,,765.12,3.2,4.2,4.6
30-01-2026,05:40:00,CNR0070249,Cancelled by Customer,CUST43045,Mini,Rachenahalli,Brookefield,,,Yes,Change of plans,No,,No,,155.31,,,
07-01-2026,08:10:00,CNR0070250,Successful,CUST68122,Mini,Koramangala,Ulsoor,6.2,5.9,No,,No,,No,,136.93,29.1,4.9,4.8
04-01-2026,11:49:00,CNR0070251,Successful,CUST86906,Prime SUV,Sarjapur,Connaught Place,9,7.2,No,,No,,No,,472.68,17.1,4.5,4.1
06-01-2026,15:52:00,CNR0070252,Cancelled by Customer,CUST68217,Prime SUV,Indiranagar,Brookefield,,,Yes,AC is not working,No,,No,,463.68,,,
31-01-2026,13:35:00,CNR0070253,Cancelled by Customer,CUST35540,eBike,Banaswadi,Basavanagudi,,,Yes,Change of plans,No,,No,,971.81,,,
27-01-2026,06:52:00,CNR0070254,Successful,CUST65260,Prime Sedan,Peenya,Kengeri,6.9,6.7,No,,No,,No,,267.8,5.3,3.7,4.9
27-01-2026,10:36:00,CNR0070255,Successful,CUST51260,Bike,Chamrajpet,Basavanagudi,8,5.4,No,,No,,No,,451.91,21.2,4.4,4
26-01-2026,12:06:00,CNR0070256,Successful,CUST17116,Mini,Malleshwaram,Marathahalli,3.7,3.6,No,,No,,No,,1402.71,5.8,3.8,3.9
06-01-2026,04:44:00,CNR0070257,Cancelled by Driver,CUST37523,Prime Sedan,Kengeri,Vijayanagar,,,No,,Yes,Customer related issue,No,,268.66,,,
11-01-2026,13:24:00,CNR0070258,Cancelled by Driver,CUST67371,eBike,Peenya,Marathahalli,,,No,,Yes,More than permitted people in there,No,,273.44,,,
07-01-2026,12:20:00,CNR0070259,Cancelled by Driver,CUST48116,Auto,Malleshwaram,Kalyan Nagar,,,No,,Yes,Customer related issue,No,,720.89,,,
22-01-2026,18:50:00,CNR0070260,Successful,CUST53666,Prime Plus,Connaught Place,Gavipuram,9,7.6,No,,No,,No,,120.81,15,4.7,4.4
17-01-2026,06:29:00,CNR0070261,Successful,CUST10764,Prime SUV,Electronic City,MG Road,8.6,6.7,No,,No,,No,,783.95,7.8,3.8,4.5
27-01-2026,20:31:00,CNR0070262,Successful,CUST66416,Prime Sedan,Varthur,HSR Layout,7.3,6.4,No,,No,,No,,389.08,6.1,3.8,4.8
03-01-2026,17:57:00,CNR0070263,Successful,CUST35526,Prime Sedan,Jakkur,Indiranagar,9,4.8,No,,No,,No,,572.74,2.5,4.1,3.9
24-01-2026,02:56:00,CNR0070264,Successful,CUST77865,Prime SUV,Kalyan Nagar,Gavipuram,2.4,6.6,No,,No,,No,,288.8,6.9,3.6,4.6
20-01-2026,14:38:00,CNR0070265,Cancelled by Driver,CUST11342,Mini,Kalyan Nagar,Mahadevapura,,,No,,Yes,Customer related issue,No,,294.13,,,
26-01-2026,07:55:00,CNR0070266,Successful,CUST24196,Bike,Jakkur,Yeshwantpur,7.5,5,No,,No,,No,,383.41,11.3,4.9,4.5
21-01-2026,23:10:00,CNR0070267,Incomplete,CUST78673,Bike,Chickpet,Marathahalli,,,No,,No,,Yes,Vehicle Breakdown,831.19,,,
01-01-2026,17:49:00,CNR0070268,Successful,CUST23354,Mini,Chickpet,Shivajinagar,1.7,2.7,No,,No,,No,,448.49,15.7,4,3.9
29-01-2026,15:21:00,CNR0070269,Cancelled by Driver,CUST63771,Prime SUV,Kamakhya,Vidyaranyapura,,,No,,Yes,More than permitted people in there,No,,110.65,,,
11-01-2026,08:46:00,CNR0070270,Successful,CUST29636,Auto,Devanahalli,Varthur,7.7,6.7,No,,No,,No,,359.9,4.5,4.5,4
20-01-2026,01:15:00,CNR0070271,Successful,CUST54778,Prime Sedan,Devanahalli,Rammurthy Nagar,5.2,6.5,No,,No,,No,,750.08,25.9,4.7,4.8
08-01-2026,13:24:00,CNR0070272,Successful,CUST72348,Bike,Koramangala Extension,Bellandur,6.8,7.9,No,,No,,No,,630.1,16.5,4.2,4.3
11-01-2026,22:01:00,CNR0070273,Cancelled by Driver,CUST87881,Auto,OMR Road,Kamakhya,,,No,,Yes,The customer was coughing/sick,No,,395.53,,,
05-01-2026,20:40:00,CNR0070274,Successful,CUST74451,Prime SUV,Basavanagudi,Hebbal,5.5,7,No,,No,,No,,455.58,20.1,4.9,3.7
27-01-2026,07:57:00,CNR0070275,Successful,CUST17020,Prime Plus,Yelahanka,Bagalur,4.8,8.1,No,,No,,No,,788.06,18.9,4.3,3.7
19-01-2026,13:16:00,CNR0070276,Successful,CUST49467,Mini,Rammurthy Nagar,Shivajinagar,9.1,3.4,No,,No,,No,,713.99,18.2,3.9,3.9
23-01-2026,09:45:00,CNR0070277,Successful,CUST18115,eBike,Kamakhya,Hebbal,7.6,5.4,No,,No,,No,,183.43,10.5,4.7,4.7
22-01-2026,06:31:00,CNR0070278,Successful,CUST66042,Prime Sedan,Vidyaranyapura,OMR Road,6.6,6.6,No,,No,,No,,806.48,18,4.2,4
26-01-2026,18:31:00,CNR0070279,Successful,CUST67986,Prime Sedan,Indiranagar,Jayanagar,7.8,7.6,No,,No,,No,,550.82,17.3,4.1,4.7
